ImagePath,Type
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026757.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026894.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028350.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029730.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033627.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027591.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027317.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029567.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032994.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029036.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025916.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029608.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033045.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033003.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024428.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027153.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032740.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030321.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028826.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030535.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031176.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025527.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024519.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031025.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033783.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025055.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032112.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032342.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032776.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026055.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024962.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028779.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033338.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027790.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031825.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033088.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033148.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026091.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030183.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033131.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027155.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025243.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025712.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028945.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027565.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030213.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026774.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028387.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032315.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029178.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033235.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025931.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027510.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032346.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028148.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027352.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034182.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032479.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027347.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030263.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027976.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027154.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031852.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027520.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031002.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026611.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031795.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027610.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030126.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034081.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034297.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027070.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025205.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033022.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027593.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033704.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027048.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025064.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028886.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025993.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034284.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032287.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034239.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032954.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027568.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027958.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028777.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028762.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025816.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029726.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031541.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025843.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030952.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029590.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026095.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028982.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030695.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024481.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032900.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030869.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027580.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031893.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032726.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028932.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028578.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028967.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028633.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028458.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032829.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032135.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027708.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029937.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028725.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025794.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033990.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026734.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029748.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030696.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030413.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027621.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025483.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030410.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027230.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028339.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029547.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026327.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031475.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032718.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028778.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031739.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027550.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026739.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030470.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030060.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029797.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027147.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027529.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029685.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028498.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033749.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024769.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028742.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029156.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027105.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033655.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026672.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030647.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032560.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028609.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032666.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025820.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033419.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026433.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031082.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024633.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028703.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031382.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028614.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027609.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028258.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031555.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032509.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024813.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032435.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032186.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026348.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027755.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033321.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032836.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025584.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029495.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027735.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029660.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026551.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032772.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032225.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032215.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032842.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031311.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024543.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025555.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024613.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029192.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025179.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025234.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025430.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029200.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029305.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026329.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025566.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032731.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033902.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030325.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027693.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026666.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032488.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025835.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030474.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029392.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030140.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028803.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027050.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030999.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032771.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033068.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030128.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028902.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029729.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027092.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029373.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026119.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024512.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031964.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032552.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028358.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027514.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032497.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025737.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028231.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030035.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030375.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028220.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034122.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026598.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033196.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029095.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031821.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031305.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024410.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031925.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032998.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028128.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028562.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033382.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025431.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025677.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025848.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024501.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034197.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025515.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029046.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024957.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030958.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027692.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025865.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033037.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031340.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030180.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029820.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027648.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028663.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034023.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024346.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032038.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027404.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025123.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030181.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024429.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028870.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032223.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030766.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026793.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026298.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024351.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025254.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030329.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033840.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028650.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024701.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024773.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024960.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031525.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030921.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031552.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033169.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025768.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033448.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030745.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032739.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032864.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033795.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032496.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031463.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024562.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024974.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033689.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028249.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033341.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026179.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033510.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030394.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024549.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033680.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029916.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033077.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024581.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031977.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032614.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034141.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030582.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031504.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030860.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033435.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026288.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033101.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030602.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027341.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025453.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025729.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031561.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033928.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024580.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028311.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026191.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033995.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026463.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025272.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027620.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031939.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025652.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025396.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031318.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026587.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027917.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030859.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029238.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034083.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032901.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029714.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029807.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026522.jpg,akiec
